claim_id,claimant_name,claimant_email,claimant_phone,policy_id,policy_type,policy_start_date,loss_date,loss_description,report_date,claim_amount,policy_limit,claim_as_pct_of_limit,days_to_report,estimated_loss_value,num_previous_claims,repair_vendor,repair_estimate,supporting_docs_count,adjuster_notes,fraud_indicators,is_fraud,fraud_confidence_score
CLM-000084,Brent Alvarez,richamanda@example.org,772-298-0686,POL-195674,home,2024-06-21,2025-07-12,Investment voice lot shoulder go source traditional student office international effort she.,2025-07-17,9281.81,100000,9.28,5,8562.51,2,Campbell PLC,10219.64,4,Election accept season according mission mind heart day sound impact blood international one end movie north.,NONE,FALSE,0.0
CLM-000085,Jennifer Harris DDS,jwhite@example.net,844.795.6213x7213,POL-794769,home,2023-07-21,2025-11-30,Pass range appear home player source statement likely outside because enjoy he participant.,2025-12-03,8821.26,50000,17.64,3,9069.58,0,"Cruz, Joyce and Mendez",9142.78,5,Expert white arm similar compare manager action sure us million crime six member recognize past purpose growth pretty.,NONE,FALSE,0.0
CLM-000086,Donald Ross,msullivan@example.net,6115848955,POL-523808,umbrella,2024-04-01,2026-08-23,White lawyer identify above company media next me future bring message election Mrs.,2026-08-26,7142.2,100000,7.14,3,7830.96,5,"Wright, Ramos and Bennett",8290.74,6,Show serious which learn leave only agree break attack plant yes quality discover firm western might act strategy.,NONE,FALSE,0.0
CLM-000087,Michael Nicholson,spencergregory@example.com,(539)542-3733x343,POL-752878,home,2023-05-09,2025-03-09,Student green single build bad what manage according tax.,2025-03-13,2029.88,100000,2.03,4,1893.09,0,Charles LLC,1950.85,7,Firm together thing off ever consumer share memory huge seek campaign moment institution vote allow girl team simply lead build.,NONE,FALSE,0.0
CLM-000088,Adam Craig,ucarpenter@example.com,+1-942-884-3479x552,POL-832168,home,2025-04-21,2025-09-22,Industry sell half hundred late number without rather.,2025-09-24,18625.78,50000,37.25,2,15061.94,5,Le and Sons,20165.41,4,It herself certainly where change south computer matter yet support military result size feel no nothing huge real art.,NONE,FALSE,0.0
CLM-000089,Mark Cole,jordan58@example.net,650-761-5939x982,POL-633590,umbrella,2025-06-21,2026-04-26,Pull maintain say threat high expert place certain cold space.,2026-06-11,20000.0,50000,40.0,46,13799.82,5,Fisher-Salazar,23881.47,4,Support author class direction first fact environment popular even know television guy only whole including contain.,missing_documentation,TRUE,0.1
CLM-000090,Mary Shepard,clarkrandy@example.org,678-400-6811,POL-728492,umbrella,2022-07-24,2024-09-25,Pressure those finally easy exist phone capital.,2024-09-29,11474.04,50000,22.95,4,12206.06,0,Johnson Ltd,11277.54,6,Team foot live window music evening know wide recently computer our piece player nor model.,NONE,FALSE,0.0
CLM-000091,Gregory Fernandez,ramosmichael@example.com,(240)908-2547,POL-960408,auto,2025-02-04,2025-12-20,Federal she something others someone nature country think join economic resource position.,2025-12-23,18750.72,100000,18.75,3,19084.77,4,Walker-Miller,20137.84,8,Dream share travel space range expect sea speak include table consumer face PM pay evening performance could affect anyone movement control.,NONE,FALSE,0.0
CLM-000092,Mike Acosta,christophersmith@example.org,964-475-7051x20461,POL-607868,home,2023-11-18,2024-11-22,Time economic high actually window research his window.,2024-11-26,17439.95,50000,34.88,4,16839.58,4,Rojas Inc,17669.51,5,Leave side miss word list race fine follow pick among visit minute.,NONE,FALSE,0.0
CLM-000093,Christina Clay,teresayoung@example.com,702-349-1630x09792,POL-699573,home,2024-06-17,2025-03-13,Citizen before peace us young personal art popular red.,2025-03-20,4584.4,100000,4.58,7,4844.81,3,Martinez and Sons,4185.99,8,Word small series south just cover ready group care together magazine join far recent couple.,NONE,FALSE,0.0
CLM-000094,Nicholas Hill,caseymoore@example.com,585-770-8620x959,POL-986088,home,2024-09-13,2025-01-23,Probably much hold model marriage necessary.,2025-02-23,21000,50000,42.0,31,13856.17,5,"Campbell, Ortiz and Morris",18996.69,3,Model at strong candidate them dark magazine better number student.,missing_documentation,TRUE,0.1
CLM-000095,Meredith Scott,jeffrey10@example.org,+1-271-370-5865x0948,POL-432043,umbrella,2023-11-29,2026-01-02,Back democratic mind big discuss history cover prevent now.,2026-01-29,24000,50000,48.0,27,13853.11,5,Hansen PLC,27881.16,1,Second short office purpose reflect interview bit society nearly measure price move outside value total nearly.,missing_documentation,TRUE,0.1
CLM-000096,Jennifer Schultz,charlene98@example.org,(484)657-7600x4908,POL-401338,auto,2024-07-05,2026-09-07,Feel develop talk against state ready.,2026-09-12,2299.99,100000,2.3,5,1902.35,0,Ellison-Dixon,2594.64,8,Unit choice also green catch happen old do specific begin hundred truth safe rich society common stay ready office.,NONE,FALSE,0.0
CLM-000097,Elizabeth Cross,dmiller@example.com,(766)413-9060x480,POL-414012,auto,2026-04-18,2026-07-04,Maybe determine anything rule hotel knowledge organization measure develop face.,2026-07-11,2909.64,50000,5.82,7,2610.86,0,Hernandez-Rogers,2874.75,5,Number any human be maybe similar candidate care nice maintain present cultural pattern save east author since food.,NONE,FALSE,0.0
CLM-000098,Michael Henderson,james59@example.net,2425597927,POL-693418,umbrella,2024-03-27,2026-07-16,Rate choose rock beat science drug per challenge.,2026-07-20,3765.83,100000,3.77,4,3216.08,1,Smith-Benson,3478.46,6,Figure likely forward science deep national seek nature performance yeah reason.,NONE,FALSE,0.0
CLM-000099,Taylor Rose,george43@example.net,+1-840-570-1645x104,POL-563187,home,2024-04-19,2026-01-10,Meet report tough machine others because current whom night Republican.,2026-02-19,15000,100000,15.0,40,10873.56,5,Wright PLC,16606.41,8,Four hotel church get goal personal door within may speech personal these three spring.,short_policy_coverage,TRUE,0.12
CLM-000100,Diana Hernandez,fsandoval@example.net,(489)536-3926x4957,POL-994787,home,2024-05-14,2024-09-30,Ok range dark catch read together travel.,2024-10-07,6740.31,100000,6.74,7,5871.9,4,Forbes-Daugherty,6792.13,5,Prevent north citizen attack mouth rest contain style certainly ahead five.,NONE,FALSE,0.0
CLM-000101,Elizabeth Reese,edwin31@example.org,(509)594-9993,POL-790203,home,2025-10-14,2026-08-21,Grow read live maybe painting Republican.,2026-08-27,6609.38,100000,6.61,6,5303.56,5,White-Hughes,7491.69,3,Case cover allow share address establish including score write serious at until worry term majority foot leader east.,NONE,FALSE,0.0
CLM-000102,Nicolas James,phillip99@example.net,208.517.7038x86086,POL-400096,auto,2023-09-19,2025-07-01,Keep this similar experience coach family try ready tough.,2025-07-06,15158.27,100000,15.16,5,15773.39,1,Gallegos-Hayes,16537.45,7,Both single visit receive career including late condition opportunity Republican dark lawyer economic reality trade someone responsibility but.,NONE,FALSE,0.0
CLM-000103,Jack Mills,gacosta@example.net,(468)460-2592,POL-791201,umbrella,2022-06-27,2024-12-01,Shoulder anything final role which eye Congress together.,2024-12-04,13877.52,100000,13.88,3,11671.46,0,Smith LLC,16250.87,8,Learn talk myself accept third down open little improve.,NONE,FALSE,0.0
CLM-000104,Dana Kelley,brandonhernandez@example.net,(402)409-9451x016,POL-656639,umbrella,2022-03-17,2024-11-06,Particularly reality organization skin concern lay often use behavior.,2024-11-09,15000.0,50000,30.0,3,11000.97,3,Morris-Merritt,14656.37,8,Serve successful assume likely business teacher forget including decide decade.,inconsistent_narrative,TRUE,0.14
CLM-000105,Veronica Rice,webbhaley@example.net,969-954-8995x2997,POL-943298,auto,2023-05-31,2024-10-21,This discussion fact cover brother let someone scene.,2024-10-28,6607.69,100000,6.61,7,7194.9,1,Marsh Group,7441.88,4,Animal glass south defense political real effort attack feel nearly short box four how notice whether.,NONE,FALSE,0.0
CLM-000106,Roy Nielsen,zhendricks@example.org,+1-727-227-8576x0849,POL-516716,umbrella,2025-04-01,2026-05-10,Officer forward trouble somebody at chance subject fund.,2026-05-17,13850.15,100000,13.85,7,11455.33,3,Sims-Kirby,12522.97,7,Paper cost bring site final tax report even beautiful theory he stop few modern company hear also dark begin.,NONE,FALSE,0.0
CLM-000107,Susan Moore,sandra84@example.com,(318)223-0768,POL-805000,home,2023-12-25,2025-09-13,Usually reach organization beautiful level animal minute probably fine.,2025-09-14,9640.93,100000,9.64,1,8814.78,5,"Blake, Fowler and Clark",11396.42,3,Court everybody five kid brother chance event address performance method deal go.,NONE,FALSE,0.0
CLM-000108,Michael Campbell,georgecollins@example.com,+1-270-320-7016,POL-688678,home,2022-09-05,2025-04-29,Hot relate through picture real knowledge green forward cup serve speak.,2025-05-05,5442.62,50000,10.89,6,5350.23,5,Beltran Group,5001.58,6,Capital spend turn life lay range report let discuss difference technology pay tree hot record professor small think law.,NONE,FALSE,0.0
CLM-000109,Gregory Murray,justinbailey@example.net,(981)861-5814,POL-246566,auto,2022-01-07,2024-10-01,Including per nature wind himself future sport opportunity six itself skin name door.,2024-10-07,6741.61,50000,13.48,6,5468.55,3,"Caldwell, Stevenson and Joseph",6302.3,4,Boy other foot best knowledge final image our rate others star force population article design catch oil sense.,NONE,FALSE,0.0
CLM-000110,Mary Chavez,peter97@example.org,254.894.6519,POL-803055,umbrella,2024-04-10,2026-04-23,System artist too whose a nice without.,2026-04-28,3577.62,50000,7.16,5,3877.4,3,Callahan Inc,3850.24,8,It opportunity personal Republican image itself deep community cause new successful growth individual.,NONE,FALSE,0.0
CLM-000111,Beth Smith,thomasnicole@example.net,(921)826-7969x27868,POL-974190,home,2023-06-17,2025-04-07,Difficult interesting account marriage room Republican especially unit office almost.,2025-04-09,17822.86,100000,17.82,2,16440.43,2,Carroll Ltd,16215.5,5,Both loss real center rule worker worker single let back three because line score whether back.,NONE,FALSE,0.0
CLM-000112,Emily Brown,amanda07@example.com,279.956.5442x09494,POL-997004,home,2025-08-07,2025-12-16,College appear wrong speak person expert bar measure surface everyone car exactly tax.,2025-12-18,9424.28,100000,9.42,2,10312.79,2,Figueroa PLC,10021.21,8,Travel school process have compare site door Congress month almost worker whose.,NONE,FALSE,0.0
CLM-000113,Sara Mullins,ptownsend@example.net,923.695.0410x276,POL-228093,home,2025-07-18,2025-11-18,Second sell mouth here relationship listen certain that activity until large question.,2025-11-21,2150.45,50000,4.3,3,2147.94,5,"Vega, Williams and Hardin",2347.96,3,What it truth teach friend environment better pressure hospital significant see same open crime front.,NONE,FALSE,0.0
CLM-000114,Joshua Chambers,smithconnor@example.org,+1-375-334-4300x91093,POL-724932,auto,2025-03-19,2026-01-26,Task candidate prevent tonight not whose to.,2026-01-30,10000,50000,20.0,4,5830.76,3,"Lopez, Phillips and Guerrero",11962.58,5,Police two everybody interview tough show food class available since.,short_policy_coverage,TRUE,0.12
CLM-000115,Anthony Sosa,gregory17@example.org,+1-662-371-2863x917,POL-127032,auto,2025-05-01,2025-06-15,Authority number economy knowledge to chance.,2025-06-22,4315.45,100000,4.32,7,3916.15,1,"Smith, Johnson and Myers",4646.25,3,Record toward off middle vote make job such sit size music.,NONE,FALSE,0.0
CLM-000116,Sabrina Olson,mathew46@example.org,+1-515-685-1743x2806,POL-541409,umbrella,2024-04-18,2024-09-11,To piece grow be plan same cause cover rest or.,2024-09-13,6041.98,50000,12.08,2,6185.17,3,Price-Sparks,6250.32,5,Matter who speech whom administration fund front return if deep president mission vote thank.,NONE,FALSE,0.0
CLM-000117,Crystal Jones,tracysmith@example.net,4323020417,POL-332311,umbrella,2025-07-24,2025-10-06,Box organization past as dark front structure.,2025-10-11,12279.65,50000,24.56,5,12502.81,5,"Gregory, Nguyen and Daugherty",12972.66,6,National focus who degree animal community as event serious collection have close during old card social place heavy citizen.,NONE,FALSE,0.0
CLM-000118,Adam Howe,robert72@example.org,(448)976-3290,POL-602248,home,2025-03-05,2026-06-14,Wear physical site girl above dog brother morning believe gun seven music despite.,2026-06-20,19316.5,50000,38.63,6,19429.1,3,"Hopkins, Hill and Lee",21513.18,6,Rate why listen computer prove amount population expect itself free source.,NONE,FALSE,0.0
CLM-000119,Patrick Buckley,ericjohnson@example.net,713-579-9563,POL-255539,auto,2025-10-09,2026-03-17,For better scene thank heart determine likely.,2026-03-18,18086.07,50000,36.17,1,15961.04,5,Brown-Graham,19453.55,8,Until lawyer hold carry rest place wish dark camera realize arrive carry surface.,NONE,FALSE,0.0
CLM-000120,Greg Tanner,kristinelittle@example.net,(998)931-6873,POL-409222,home,2024-02-10,2025-08-10,Address into their easy its develop until watch trial.,2025-08-13,8237.18,100000,8.24,3,8085.85,0,Butler Inc,9373.32,3,Yard safe mean international hour special recent better manager.,NONE,FALSE,0.0
CLM-000121,Melissa Russell,davidphillips@example.net,907-942-7990,POL-678116,umbrella,2022-05-07,2024-11-08,Them if smile have less plant team.,2024-11-15,13439.55,100000,13.44,7,11618.58,3,Cruz Ltd,15676.26,6,Most fast send recently partner offer debate range per friend usually method travel hair appear.,NONE,FALSE,0.0
CLM-000122,Andrew Richardson,castrokim@example.org,238-317-9335x54864,POL-865054,auto,2024-06-30,2025-06-15,Generation main money but report question mouth factor per son.,2025-06-18,16720.97,50000,33.44,3,15517.55,5,"Lamb, Everett and Jones",16327.47,4,Beautiful hospital condition when baby clearly born challenge character daughter weight age indicate radio use listen information.,NONE,FALSE,0.0
CLM-000123,Colin Johnson,marystone@example.com,(495)657-9887x74924,POL-972176,auto,2025-10-28,2026-03-02,Machine wife show another good lay coach under.,2026-03-08,18536.72,50000,37.07,6,17231.05,5,"Nichols, White and Thompson",20791.5,4,Claim bring year off kid hard day religious program within challenge.,NONE,FALSE,0.0
CLM-000124,Kimberly Martinez,sullivanvictor@example.org,952.708.8547x492,POL-688967,home,2023-08-17,2025-08-02,Rule too cause nearly final husband subject.,2025-08-07,2139.64,100000,2.14,5,1790.17,2,Howard-Nguyen,2486.44,6,Political on develop very everyone against Mrs knowledge public beautiful memory create fish painting want training guess challenge take hard.,NONE,FALSE,0.0
CLM-000125,Gregory Madden,lewispamela@example.net,(774)326-6299x12347,POL-401601,umbrella,2024-06-24,2025-06-08,Series because important trial increase new report sense carry control high network amount.,2025-06-15,18401.03,50000,36.8,7,16662.02,4,Davenport-Torres,19362.0,4,Science different social child feel policy PM buy program explain conference trade population agreement share manage wife out gun.,NONE,FALSE,0.0
